八宝米	5	3	15
八宝米	5	5	25
扒糕	1	4	4
白糖	5	5	25
百合	1	30	30
北瓜	25	2	50
北瓜	4	2	8
菠菜	2	3	6
菠菜	5	3	15
菜花	5	3	15
菜花	5	2	10
菜花	7	2	14
菜花	6	2	12
醋	10	2	20
大白菜	8	1	8
大白菜	5	1	5
大白菜	8	1	8
大白菜	7	1	7
大白菜	8	1	8
大白菜	8	1	8
大葱	10	1	10
大葱	20	2	40
大葱	10	1	10
大葱	5	1	5
大料	1	20	20
大蒜	5	2	10
大蒜	3	2	6
大枣	5	15	75
冬瓜	10	0.8	8
冬瓜	10	0.8	8
冬瓜	10	0.8	8
豆腐	3	2	6
豆腐	5	2	10
豆腐	5	2	10
豆腐	3	2	6
豆腐	3	2	6
豆腐	5	2	10
豆腐	5	2	10
豆腐丝	5	4	20
豆腐丝	5	4	20
豆角	5	3	15
豆角	5	3	15
豆角	5	2	10
豆角	6	3	18
豆角	6	3	18
豆角	3	3	9
豆角	5	3	15
豆芽	4	2	8
粉条	2	6	12
粉条	3	4	12
腐竹	1	20	20
腐竹	1	20	20
腐竹	1	20	20
干辣椒	2	12	24
海带丝	1	20	20
海带丝	2	20	40
胡萝卜	2	2	4
胡萝卜	3	2	6
胡萝卜	6	2	12
胡萝卜	2	2	4
花椒	1	60	60
花生米	5	7	35
花生米	3	7	21
花生米	5	7	35
黄豆	5	3	15
黄瓜	3	2	6
黄瓜	5	2	10
黄瓜	3	2	6
黄瓜	5	2	10
黄瓜	5	3	15
黄瓜	3	2	6
茴香	4	3	12
鸡蛋	6	3.5	21
鸡蛋	3	3.5	10.5
鸡蛋	3	3.5	10.5
鸡蛋	5	4	20
鸡蛋	5	4	20
鸡蛋	5	4	20
鸡蛋	5	3	15
鸡蛋	5	4	20
鸡蛋	5	4	20
鸡块	2	10	20
鸡块	2	10	20
鸡肉	1	10	10
鸡肉	2	10	20
鸡肉	2	10	20
鸡肉	1	10	10
鸡肉	2	10	20
脊椎骨	5	10	50
姜	5	4	20
姜	5	4	20
酱油	10	2	20
金针菇	2	3	6
金针菇	4	3	12
金针菇	3	4	12
韭菜	2	2	4
韭菜	8	2	16
苦菊	4	2	8
拉皮	2	2	4
拉皮	2	2	4
龙须菜	1	20	20
绿豆芽	4	1.5	6
绿豆芽	6	1.5	9
绿豆芽	4	2	8
绿甘蓝	5	1.2	6
绿甘蓝	12	1	12
绿甘蓝	13	1	13
绿甘蓝	7	1	7
绿甘蓝	7	1	7
绿甘蓝	4	1	4
绿甘蓝	7	1	7
绿甘蓝	7	1	7
面片	2	5	10
木耳	1	50	50
木耳	1	50	50
木耳	1	50	50
牛奶	4	3.5	14
牛肉	1	27	27
牛肉	2	27	54
牛肉	2	27	54
牛肉	2	27	54
牛肉	1	27	27
牛肉	1	27	27
牛肉	1	27	27
藕	4	3	12
藕	5	4	20
茄子	5	1	5
茄子	6	2	12
茄子	6	1	6
芹菜	5	2	10
芹菜	5	2	10
芹菜	6	2	12
青椒	3	2	6
青椒	2	2	4
青椒	5	2	10
青椒	5	2	10
青椒	4	3	12
青椒	3	3	9
蒜	3	3	9
土豆	10	1.5	15
土豆	6	1.5	9
土豆	10	1.5	15
土豆	4	2	8
土豆	8	1	8
土豆	5	1	5
土豆	6	1	6
土豆	6	1	6
土豆	3	1	3
土豆	8	1	8
土豆	6	1	6
土豆	10	1	10
土豆	5	1	5
西红柿	8	2	16
西红柿	8	2	16
西红柿	5	2	10
西红柿	8	2	16
西红柿	5	2	10
西红柿	8	3	24
西红柿	2	3	6
西红柿	5	2	10
西葫芦	5	2	10
香菜	2	6	12
香菜	2	6	12
香菜	1	5	5
小白菜	8	2	16
小米	10	5	50
小米	5	5	25
盐	10	2	20
羊肉	1.5	30	45
羊肉	1	30	30
洋葱	5	1	5
洋葱	5	1	5
洋葱	3	1	3
洋葱	3	1	3
银耳	1	45	45
油菜	5	2	10
玉米碴	10	2	20
长豆角	6	2	12
猪肉	2	16	32
猪肉	2	16	32
猪肉	2	16	32
猪肉	2	16	32
猪肉	2	16	32
猪肉	3	16	48
猪肉	3	16	48
猪肉	3	16	48
猪肉	3	16	48
猪肉	3	16	48
猪肉	1	16	16
猪肉	1	16	16
紫甘蓝	2	2	4
